Mapping parameters for Larimichthys crocea (Large yellow croaker),,,,,
,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,
,,,,,
,,,,,
Map data (HSPEC) for predicted occurrences (n = 5354): ,,,,,
,,,,,
"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):",,,,,
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.,,,,,
2. Click on the Regenerate Map Data and View Map button then click OK.,,,,,
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.,,,,,
4. Select HSPEC then Submit.,,,,,
,,,,,
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Larimichthys,crocea,0.75,8.75,1000:208:4,0.07
Larimichthys,crocea,3.75,9.25,1000:239:3,0.17
Larimichthys,crocea,3.75,9.75,1000:239:4,0.06
Larimichthys,crocea,4.75,6.75,1000:246:4,0.05
Larimichthys,crocea,4.75,7.25,1000:247:3,0.05
Larimichthys,crocea,4.75,8.25,1000:248:3,0.14
Larimichthys,crocea,4.75,8.75,1000:248:4,0.1
Larimichthys,crocea,5.25,0.25,1000:350:1,0.08
Larimichthys,crocea,6.25,2.25,1000:362:1,0.12
Larimichthys,crocea,6.25,2.75,1000:362:2,0.12
Larimichthys,crocea,6.75,3.25,1000:363:3,0.07
Larimichthys,crocea,6.75,3.75,1000:363:4,0.03
Larimichthys,crocea,5.25,5.75,1000:455:2,0.05
Larimichthys,crocea,5.75,5.75,1000:455:4,0.05
Larimichthys,crocea,2.75,72.75,1007:122:4,0.01
Larimichthys,crocea,2.25,73.25,1007:123:1,0.01
Larimichthys,crocea,2.75,73.25,1007:123:3,0.01
Larimichthys,crocea,2.75,73.75,1007:123:4,0.01
Larimichthys,crocea,3.25,72.75,1007:132:2,0.01
