Mapping parameters for Scophthalmus maximus (Turbot),,,,,
,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,
,,,,,
,,,,,
Map data (HSPEC) for predicted occurrences (n = 4208): ,,,,,
,,,,,
"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):",,,,,
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.,,,,,
2. Click on the Regenerate Map Data and View Map button then click OK.,,,,,
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.,,,,,
4. Select HSPEC then Submit.,,,,,
,,,,,
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Scophthalmus,maximus,25.25,119.25,1211:459:1,0.05
Scophthalmus,maximus,25.25,119.75,1211:459:2,0.05
Scophthalmus,maximus,25.75,119.75,1211:459:4,0.05
Scophthalmus,maximus,26.25,119.75,1211:469:2,0.13
Scophthalmus,maximus,26.75,119.75,1211:469:4,0.14
Scophthalmus,maximus,27.25,120.25,1212:370:1,0.02
Scophthalmus,maximus,27.25,120.75,1212:370:2,0.01
Scophthalmus,maximus,27.75,120.75,1212:370:4,0.02
Scophthalmus,maximus,27.25,121.25,1212:371:1,0.03
Scophthalmus,maximus,27.25,121.75,1212:371:2,0.03
Scophthalmus,maximus,27.75,121.25,1212:371:3,0.01
Scophthalmus,maximus,27.75,121.75,1212:371:4,0.03
Scophthalmus,maximus,28.25,121.25,1212:381:1,0.18
Scophthalmus,maximus,28.25,121.75,1212:381:2,0.09
Scophthalmus,maximus,28.75,121.75,1212:381:4,0.15
Scophthalmus,maximus,28.25,122.25,1212:382:1,0.1
Scophthalmus,maximus,28.25,122.75,1212:382:2,0.01
Scophthalmus,maximus,28.75,122.25,1212:382:3,0.06
Scophthalmus,maximus,28.75,122.75,1212:382:4,0.15
Scophthalmus,maximus,28.75,123.25,1212:383:3,0.03
Scophthalmus,maximus,29.75,122.25,1212:392:3,0.16
Scophthalmus,maximus,29.75,122.75,1212:392:4,0.1
Scophthalmus,maximus,29.25,123.75,1212:393:2,0.04
Scophthalmus,maximus,29.25,124.25,1212:394:1,0.01
Scophthalmus,maximus,29.25,124.75,1212:394:2,0.01
Scophthalmus,maximus,29.75,124.25,1212:394:3,0.1
Scophthalmus,maximus,29.75,124.75,1212:394:4,0.1
Scophthalmus,maximus,35.75,0.25,1300:350:3,0.1
Scophthalmus,maximus,36.25,0.25,1300:360:1,0.1
Scophthalmus,maximus,36.25,0.75,1300:360:2,0.12
Scophthalmus,maximus,36.75,1.25,1300:361:3,0.08
Scophthalmus,maximus,36.75,1.75,1300:361:4,0.1
Scophthalmus,maximus,36.75,2.25,1300:362:3,0.1
Scophthalmus,maximus,36.75,2.75,1300:362:4,0.1
Scophthalmus,maximus,36.75,3.25,1300:363:3,0.12
Scophthalmus,maximus,36.75,3.75,1300:363:4,0.1
Scophthalmus,maximus,36.75,4.25,1300:364:3,0.1
