Species,lat,lon
Rachycentron canadum,27.25,-97.25
Rachycentron canadum,27.25,-96.75
Rachycentron canadum,27.25,-96.25
Rachycentron canadum,27.25,143.25
Rachycentron canadum,27.25,142.25
Rachycentron canadum,27.25,-83.25
Rachycentron canadum,27.25,-82.75
Rachycentron canadum,27.75,-97.25
Rachycentron canadum,27.75,-96.75
Rachycentron canadum,27.75,-96.25
Rachycentron canadum,27.75,-82.75
Rachycentron canadum,27.75,-80.25
Rachycentron canadum,28.25,-82.75
Rachycentron canadum,28.25,-80.75
Rachycentron canadum,28.25,-80.25
Rachycentron canadum,28.25,-94.75
Rachycentron canadum,28.25,-90.25
Rachycentron canadum,28.25,-97.25
Rachycentron canadum,28.25,-96.75
Rachycentron canadum,28.25,-96.25
Rachycentron canadum,28.75,-95.25
Rachycentron canadum,28.75,-82.75
Rachycentron canadum,28.75,-80.75
Rachycentron canadum,28.75,-80.25
Rachycentron canadum,28.75,-94.75
Rachycentron canadum,28.75,-90.25
Rachycentron canadum,28.75,-96.25
Rachycentron canadum,28.75,-87.25
Rachycentron canadum,28.75,-95.75
Rachycentron canadum,29.25,-82.75
Rachycentron canadum,29.25,-81.25
Rachycentron canadum,29.25,-80.75
Rachycentron canadum,29.25,-80.25
Rachycentron canadum,29.25,-94.75
Rachycentron canadum,29.25,48.25
Rachycentron canadum,29.25,-92.75
Rachycentron canadum,29.25,-90.75
Rachycentron canadum,29.25,-90.25
Rachycentron canadum,29.25,-89.75
Rachycentron canadum,29.25,-88.75
Rachycentron canadum,29.25,-88.25
Rachycentron canadum,29.25,-83.25
Rachycentron canadum,29.75,-81.25
Rachycentron canadum,29.75,-76.75
Rachycentron canadum,29.75,-80.75
Rachycentron canadum,29.75,-80.25
Rachycentron canadum,29.75,-93.25
Rachycentron canadum,29.75,-88.75
Rachycentron canadum,29.75,-88.25
Rachycentron canadum,29.75,-86.75
Rachycentron canadum,29.75,-86.25
Rachycentron canadum,29.75,-85.25
Rachycentron canadum,29.75,-84.75
Rachycentron canadum,30.25,-81.25
Rachycentron canadum,30.25,-80.75
Rachycentron canadum,30.25,-89.25
Rachycentron canadum,30.25,-88.75
Rachycentron canadum,30.25,-88.25
Rachycentron canadum,30.25,-87.75
Rachycentron canadum,30.25,-87.25
Rachycentron canadum,30.25,-86.75
Rachycentron canadum,30.25,-86.25
Rachycentron canadum,30.25,-85.75
Rachycentron canadum,30.75,-81.25
Rachycentron canadum,30.75,-80.75
Rachycentron canadum,30.75,-80.25
Rachycentron canadum,30.75,-88.25
Rachycentron canadum,31.25,-80.75
Rachycentron canadum,31.25,-80.25
Rachycentron canadum,31.25,130.25
Rachycentron canadum,31.25,-81.25
Rachycentron canadum,31.75,-79.75
Rachycentron canadum,31.75,-81.25
Rachycentron canadum,31.75,-80.75
Rachycentron canadum,31.75,-80.25
Rachycentron canadum,32.25,-79.75
Rachycentron canadum,32.25,-79.25
Rachycentron canadum,32.25,-64.75
Rachycentron canadum,32.25,-63.25
Rachycentron canadum,32.25,-80.75
Rachycentron canadum,32.25,-80.25
Rachycentron canadum,32.75,129.75
Rachycentron canadum,32.75,-79.75
Rachycentron canadum,32.75,-79.25
Rachycentron canadum,32.75,-78.75
Rachycentron canadum,32.75,-77.75
Rachycentron canadum,33.25,-79.25
Rachycentron canadum,33.25,-78.75
Rachycentron canadum,33.25,-78.25
Rachycentron canadum,33.25,-77.75
Rachycentron canadum,33.25,-77.25
Rachycentron canadum,33.75,-78.75
Rachycentron canadum,33.75,-78.25
Rachycentron canadum,33.75,-77.75
Rachycentron canadum,33.75,-77.25
Rachycentron canadum,34.25,-76.75
Rachycentron canadum,34.25,-76.25
Rachycentron canadum,34.25,135.25
Rachycentron canadum,34.25,-75.75
Rachycentron canadum,34.25,-77.75
Rachycentron canadum,34.25,-77.25
Rachycentron canadum,34.75,-76.75
Rachycentron canadum,34.75,-76.25
Rachycentron canadum,34.75,135.25
Rachycentron canadum,34.75,-75.75
Rachycentron canadum,34.75,-77.25
Rachycentron canadum,35.25,-75.75
Rachycentron canadum,35.25,-75.25
Rachycentron canadum,35.75,134.75
Rachycentron canadum,35.75,134.25
Rachycentron canadum,35.75,-75.75
Rachycentron canadum,35.75,-75.25
Rachycentron canadum,35.75,-74.75
Rachycentron canadum,36.25,140.75
Rachycentron canadum,36.25,-75.75
Rachycentron canadum,36.25,-75.25
Rachycentron canadum,36.75,-76.25
Rachycentron canadum,36.75,-75.75
Rachycentron canadum,36.75,-75.25
Rachycentron canadum,37.25,-76.25
Rachycentron canadum,37.25,-75.75
Rachycentron canadum,37.25,-75.25
Rachycentron canadum,37.25,143.75
Rachycentron canadum,37.75,-75.75
Rachycentron canadum,37.75,-75.25
Rachycentron canadum,38.25,-75.25
Rachycentron canadum,38.25,-68.25
Rachycentron canadum,38.25,-74.75
Rachycentron canadum,38.25,-70.25
Rachycentron canadum,38.75,-75.25
Rachycentron canadum,38.75,-68.25
Rachycentron canadum,38.75,-74.75
Rachycentron canadum,39.25,-69.25
Rachycentron canadum,39.25,-74.75
Rachycentron canadum,39.75,130.25
Rachycentron canadum,39.75,127.75
Rachycentron canadum,39.75,-74.25
Rachycentron canadum,40.25,-73.75
Rachycentron canadum,40.75,-72.25
Rachycentron canadum,41.25,-73.75
Rachycentron canadum,41.25,-70.75
Rachycentron canadum,41.75,-69.75
Rachycentron canadum,43.25,-62.25
Siganus rivulatus,-29.75,31.25
Siganus rivulatus,-29.25,31.75
Siganus rivulatus,-26.25,32.75
Siganus rivulatus,-25.75,32.75
Siganus rivulatus,-25.25,32.75
Siganus rivulatus,-19.25,35.75
Siganus rivulatus,-18.75,49.25
Siganus rivulatus,-14.25,40.75
Siganus rivulatus,-11.75,43.25
Siganus rivulatus,-4.75,55.25
Siganus rivulatus,10.25,51.25
Siganus rivulatus,11.75,43.25
Siganus rivulatus,12.75,45.25
Siganus rivulatus,15.25,40.25
Siganus rivulatus,15.75,40.25
Siganus rivulatus,15.75,39.75
Siganus rivulatus,15.75,39.25
Siganus rivulatus,16.25,41.75
Siganus rivulatus,16.75,42.75
Siganus rivulatus,16.75,41.75
Siganus rivulatus,20.75,37.25
Siganus rivulatus,22.75,38.75
Siganus rivulatus,24.75,35.25
Siganus rivulatus,25.75,50.25
Siganus rivulatus,26.25,51.25
Siganus rivulatus,26.25,50.25
Siganus rivulatus,26.25,34.25
Siganus rivulatus,26.75,50.25
Siganus rivulatus,27.25,33.75
Siganus rivulatus,27.75,34.25
Siganus rivulatus,28.25,35.25
Siganus rivulatus,28.25,33.75
Siganus rivulatus,29.25,34.75
Siganus rivulatus,29.75,34.75
Oncorhynchus mykiss,32.75,-117.25
Oncorhynchus mykiss,33.75,-118.25
Oncorhynchus mykiss,33.75,-117.75
Oncorhynchus mykiss,34.25,-122.25
Oncorhynchus mykiss,34.25,-120.25
Oncorhynchus mykiss,34.25,-119.75
Oncorhynchus mykiss,34.25,-119.25
Oncorhynchus mykiss,34.25,-118.75
Oncorhynchus mykiss,34.25,-118.25
Oncorhynchus mykiss,34.75,-120.25
Oncorhynchus mykiss,34.75,135.25
Oncorhynchus mykiss,35.25,-120.75
Oncorhynchus mykiss,35.75,-121.25
Oncorhynchus mykiss,36.25,-121.75
Oncorhynchus mykiss,36.75,-122.25
Oncorhynchus mykiss,36.75,-121.75
Oncorhynchus mykiss,37.25,-122.25
Oncorhynchus mykiss,37.75,-122.75
Oncorhynchus mykiss,37.75,-122.25
Oncorhynchus mykiss,38.25,-123.25
Oncorhynchus mykiss,38.25,-122.75
Oncorhynchus mykiss,38.25,-122.25
Oncorhynchus mykiss,38.25,140.75
Oncorhynchus mykiss,38.75,-123.25
Oncorhynchus mykiss,39.25,-123.75
Oncorhynchus mykiss,39.25,139.75
Oncorhynchus mykiss,39.75,-123.75
Oncorhynchus mykiss,39.75,140.25
Oncorhynchus mykiss,40.25,-124.25
Oncorhynchus mykiss,40.75,-124.25
Oncorhynchus mykiss,41.25,-124.25
Oncorhynchus mykiss,41.75,-124.25
Oncorhynchus mykiss,42.25,-124.25
Oncorhynchus mykiss,42.75,-124.25
Oncorhynchus mykiss,43.25,-124.25
Oncorhynchus mykiss,44.25,-124.25
Oncorhynchus mykiss,44.25,143.25
Oncorhynchus mykiss,44.75,-126.25
Oncorhynchus mykiss,44.75,-124.25
Oncorhynchus mykiss,45.25,-123.75
Oncorhynchus mykiss,45.75,-123.75
Oncorhynchus mykiss,46.25,-123.75
Oncorhynchus mykiss,46.25,-123.25
Oncorhynchus mykiss,46.75,-124.25
Oncorhynchus mykiss,46.75,-123.75
Oncorhynchus mykiss,47.75,-124.75
Oncorhynchus mykiss,47.75,-124.25
Oncorhynchus mykiss,47.75,-122.75
Oncorhynchus mykiss,47.75,-122.25
Oncorhynchus mykiss,48.25,-124.25
Oncorhynchus mykiss,48.25,-123.75
Oncorhynchus mykiss,48.25,-122.75
Oncorhynchus mykiss,48.25,-122.25
Oncorhynchus mykiss,48.75,-124.75
Oncorhynchus mykiss,48.75,-124.25
Oncorhynchus mykiss,48.75,-123.75
Oncorhynchus mykiss,48.75,-122.25
Oncorhynchus mykiss,48.75,-126.75
Oncorhynchus mykiss,48.75,-125.75
Oncorhynchus mykiss,48.75,-125.25
Oncorhynchus mykiss,49.25,-123.75
Oncorhynchus mykiss,49.25,-123.25
Oncorhynchus mykiss,49.25,-122.75
Oncorhynchus mykiss,49.25,-126.75
Oncorhynchus mykiss,49.25,-125.25
Oncorhynchus mykiss,49.25,-124.75
Oncorhynchus mykiss,49.25,-124.25
Oncorhynchus mykiss,49.75,-123.25
Oncorhynchus mykiss,49.75,-125.25
Oncorhynchus mykiss,49.75,-124.75
Oncorhynchus mykiss,49.75,-123.75
Oncorhynchus mykiss,50.25,-128.25
Oncorhynchus mykiss,50.25,-127.75
Oncorhynchus mykiss,50.25,-126.25
Oncorhynchus mykiss,50.25,-125.25
Oncorhynchus mykiss,50.75,-131.75
Oncorhynchus mykiss,50.75,-127.75
Oncorhynchus mykiss,50.75,-127.25
Oncorhynchus mykiss,51.75,-128.25
Oncorhynchus mykiss,51.75,-127.25
Oncorhynchus mykiss,52.25,-127.75
Oncorhynchus mykiss,52.75,-131.75
Oncorhynchus mykiss,54.25,-130.75
Oncorhynchus mykiss,54.25,-130.25
Oncorhynchus mykiss,54.25,-129.75
Oncorhynchus mykiss,54.25,-128.75
Oncorhynchus mykiss,54.75,-129.75
Oncorhynchus mykiss,54.75,-165.75
Oncorhynchus mykiss,55.25,-132.75
Oncorhynchus mykiss,55.25,-132.25
Oncorhynchus mykiss,55.25,-130.75
Oncorhynchus mykiss,55.75,-132.75
Oncorhynchus mykiss,55.75,-130.75
Oncorhynchus mykiss,55.75,-151.25
Oncorhynchus mykiss,56.25,-134.25
Oncorhynchus mykiss,56.25,-134.75
Oncorhynchus mykiss,57.25,165.75
Oncorhynchus mykiss,57.25,-154.25
Oncorhynchus mykiss,57.25,-132.75
Oncorhynchus mykiss,57.75,-154.25
Oncorhynchus mykiss,57.75,-145.25
Oncorhynchus mykiss,58.25,-153.25
Oncorhynchus mykiss,58.25,-152.25
Oncorhynchus mykiss,58.25,-134.75
Oncorhynchus mykiss,58.75,-157.25
Oncorhynchus mykiss,58.75,-156.75
Oncorhynchus mykiss,58.75,-152.25
Oncorhynchus mykiss,58.75,162.75
Oncorhynchus mykiss,58.75,-133.75
Oncorhynchus mykiss,59.25,-158.75
Oncorhynchus mykiss,59.25,-154.25
Oncorhynchus mykiss,59.25,-139.75
Oncorhynchus mykiss,59.75,-151.75
Oncorhynchus mykiss,60.25,-151.25
Oncorhynchus mykiss,60.25,-149.25
Oncorhynchus mykiss,60.75,-151.25
Oncorhynchus mykiss,60.75,-150.75
Oncorhynchus mykiss,60.75,-150.25
Oncorhynchus mykiss,60.75,-146.25
Oncorhynchus mykiss,61.25,-151.75
Oncorhynchus mykiss,61.25,-150.75
Oncorhynchus mykiss,61.75,-149.75
Oncorhynchus mykiss,61.75,-149.25
Thunnus thynnus,-43.75,-53.75
Thunnus thynnus,-43.75,-48.75
Thunnus thynnus,-43.75,-43.75
Thunnus thynnus,-43.75,-28.75
Thunnus thynnus,-43.75,-8.75
Thunnus thynnus,-43.75,-3.75
Thunnus thynnus,-43.75,18.75
Thunnus thynnus,-43.75,13.75
Thunnus thynnus,-43.75,8.75
Thunnus thynnus,-43.75,3.75
Thunnus thynnus,-41.25,-55.25
Thunnus thynnus,-40.25,-62.25
Thunnus thynnus,-38.75,18.75
Thunnus thynnus,-38.75,13.75
Thunnus thynnus,-38.75,-8.75
Thunnus thynnus,-38.75,3.75
Thunnus thynnus,-38.75,-53.75
Thunnus thynnus,-38.75,-48.75
Thunnus thynnus,-38.75,-43.75
Thunnus thynnus,-38.75,-38.75
Thunnus thynnus,-38.75,-33.75
Thunnus thynnus,-37.25,21.25
Thunnus thynnus,-36.75,-52.25
Thunnus thynnus,-34.75,20.25
Thunnus thynnus,-34.75,17.75
Thunnus thynnus,-34.75,-54.25
Thunnus thynnus,-34.25,18.75
Thunnus thynnus,-34.25,18.25
Thunnus thynnus,-33.75,-33.75
Thunnus thynnus,-33.75,-18.75
Thunnus thynnus,-33.75,-13.75
Thunnus thynnus,-33.75,-3.75
Thunnus thynnus,-33.75,18.75
Thunnus thynnus,-33.75,13.75
Thunnus thynnus,-33.75,8.75
Thunnus thynnus,-33.75,3.75
Thunnus thynnus,-33.75,-53.75
Thunnus thynnus,-33.75,-48.75
Thunnus thynnus,-33.75,-43.75
Thunnus thynnus,-33.75,-38.75
Thunnus thynnus,-32.75,17.75
Thunnus thynnus,-31.75,18.25
Thunnus thynnus,-29.25,16.75
Thunnus thynnus,-28.75,-48.75
Thunnus thynnus,-28.75,-43.75
Thunnus thynnus,-28.75,-38.75
Thunnus thynnus,-28.75,-33.75
Thunnus thynnus,-28.75,-28.75
Thunnus thynnus,-28.75,-23.75
Thunnus thynnus,-28.75,13.75
Thunnus thynnus,-28.75,-18.75
Thunnus thynnus,-28.75,8.75
Thunnus thynnus,-28.75,-13.75
Thunnus thynnus,-28.75,3.75
Thunnus thynnus,-28.75,-8.75
Thunnus thynnus,-28.75,-3.75
Thunnus thynnus,-27.25,15.25
Thunnus thynnus,-23.75,-43.75
Thunnus thynnus,-23.75,-38.75
Thunnus thynnus,-23.75,-33.75
Thunnus thynnus,-23.75,-28.75
Thunnus thynnus,-23.75,-23.75
Thunnus thynnus,-23.75,13.75
Thunnus thynnus,-23.75,-18.75
Thunnus thynnus,-23.75,8.75
Thunnus thynnus,-23.75,-13.75
Thunnus thynnus,-23.75,3.75
Thunnus thynnus,-23.75,-8.75
Thunnus thynnus,-23.75,-3.75
Thunnus thynnus,-18.75,-18.75
Thunnus thynnus,-18.75,-13.75
Thunnus thynnus,-18.75,-8.75
Thunnus thynnus,-18.75,-3.75
Thunnus thynnus,-18.75,8.75
Thunnus thynnus,-18.75,3.75
Thunnus thynnus,-18.75,-38.75
Thunnus thynnus,-18.75,-33.75
Thunnus thynnus,-18.75,-28.75
Thunnus thynnus,-18.75,-23.75
Thunnus thynnus,-13.75,-18.75
Thunnus thynnus,-13.75,-13.75
Thunnus thynnus,-13.75,-8.75
Thunnus thynnus,-13.75,-3.75
Thunnus thynnus,-13.75,8.75
Thunnus thynnus,-13.75,3.75
Thunnus thynnus,-13.75,-38.75
Thunnus thynnus,-13.75,-33.75
Thunnus thynnus,-13.75,-28.75
Thunnus thynnus,-13.75,-23.75
Thunnus thynnus,-8.75,-33.75
Thunnus thynnus,-8.75,-28.75
Thunnus thynnus,-8.75,-23.75
Thunnus thynnus,-8.75,-18.75
Thunnus thynnus,-8.75,-13.75
Thunnus thynnus,-8.75,-8.75
Thunnus thynnus,-8.75,-3.75
Thunnus thynnus,-8.75,8.75
Thunnus thynnus,-8.75,3.75
Thunnus thynnus,-7.75,-14.25
Thunnus thynnus,-7.25,-13.25
Thunnus thynnus,-6.25,12.75
Thunnus thynnus,-5.25,-33.75
Thunnus thynnus,-4.75,-37.25
Thunnus thynnus,-3.75,-38.75
Thunnus thynnus,-3.75,-33.75
Thunnus thynnus,-3.75,-28.75
Thunnus thynnus,-3.75,-23.75
Thunnus thynnus,-3.75,-18.75
Thunnus thynnus,-3.75,-13.75
Thunnus thynnus,-3.75,-8.75
Thunnus thynnus,-3.75,-3.75
Thunnus thynnus,-3.75,8.75
Thunnus thynnus,-3.75,3.75
Thunnus thynnus,3.75,-38.75
Thunnus thynnus,3.75,-33.75
Thunnus thynnus,3.75,-28.75
Thunnus thynnus,3.75,-23.75
Thunnus thynnus,3.75,-18.75
Thunnus thynnus,3.75,-13.75
Thunnus thynnus,3.75,-8.75
Thunnus thynnus,3.75,-3.75
Thunnus thynnus,3.75,-48.75
Thunnus thynnus,3.75,8.75
Thunnus thynnus,3.75,-43.75
Thunnus thynnus,4.75,-51.75
Thunnus thynnus,5.25,-52.75
Thunnus thynnus,5.75,-50.75
Thunnus thynnus,6.25,-55.25
Thunnus thynnus,6.75,-57.75
Thunnus thynnus,8.75,-33.75
Thunnus thynnus,8.75,-28.75
Thunnus thynnus,8.75,-23.75
Thunnus thynnus,8.75,-18.75
Thunnus thynnus,8.75,-13.75
Thunnus thynnus,8.75,-58.75
Thunnus thynnus,8.75,-54.75
Thunnus thynnus,8.75,-53.75
Thunnus thynnus,8.75,-52.75
Thunnus thynnus,8.75,-48.75
Thunnus thynnus,8.75,-43.75
Thunnus thynnus,8.75,-38.75
Thunnus thynnus,9.25,-80.25
Thunnus thynnus,9.25,-53.75
Thunnus thynnus,9.75,-75.75
Thunnus thynnus,9.75,-56.75
Thunnus thynnus,9.75,-54.75
Thunnus thynnus,10.25,-83.25
Thunnus thynnus,10.25,-51.25
Thunnus thynnus,10.25,-65.25
Thunnus thynnus,10.75,-82.25
Thunnus thynnus,10.75,-60.25
Thunnus thynnus,10.75,-79.25
Thunnus thynnus,10.75,-57.25
Thunnus thynnus,10.75,-56.75
Thunnus thynnus,10.75,-56.25
Thunnus thynnus,11.25,-60.75
Thunnus thynnus,11.25,-75.75
Thunnus thynnus,11.25,-56.25
Thunnus thynnus,11.25,-55.75
Thunnus thynnus,11.75,-65.75
Thunnus thynnus,12.25,-61.75
Thunnus thynnus,12.25,-61.25
Thunnus thynnus,12.25,-68.75
Thunnus thynnus,12.25,-68.25
Thunnus thynnus,12.75,-70.25
Thunnus thynnus,12.75,-69.75
Thunnus thynnus,12.75,-68.75
Thunnus thynnus,13.25,-62.25
Thunnus thynnus,13.25,-61.25
Thunnus thynnus,13.25,-81.25
Thunnus thynnus,13.25,-59.75
Thunnus thynnus,13.25,-58.75
Thunnus thynnus,13.25,-68.25
Thunnus thynnus,13.75,-63.75
Thunnus thynnus,13.75,-48.75
Thunnus thynnus,13.75,-43.75
Thunnus thynnus,13.75,-61.75
Thunnus thynnus,13.75,-60.75
Thunnus thynnus,13.75,-83.75
Thunnus thynnus,13.75,-38.75
Thunnus thynnus,13.75,-33.75
Thunnus thynnus,13.75,-28.75
Thunnus thynnus,13.75,-23.75
Thunnus thynnus,13.75,-18.75
Thunnus thynnus,13.75,-78.75
Thunnus thynnus,13.75,-73.75
Thunnus thynnus,13.75,-58.75
Thunnus thynnus,13.75,-68.75
Thunnus thynnus,13.75,-53.75
Thunnus thynnus,14.25,-83.25
Thunnus thynnus,14.75,-61.25
Thunnus thynnus,14.75,-60.25
Thunnus thynnus,14.75,-47.75
Thunnus thynnus,15.25,-50.75
Thunnus thynnus,15.25,-50.25
Thunnus thynnus,15.75,-84.25
Thunnus thynnus,15.75,-64.25
Thunnus thynnus,15.75,-61.25
Thunnus thynnus,15.75,-60.25
Thunnus thynnus,15.75,-88.25
Thunnus thynnus,16.25,-65.25
Thunnus thynnus,16.25,-64.25
Thunnus thynnus,16.25,-61.25
Thunnus thynnus,16.25,-60.25
Thunnus thynnus,16.25,-88.25
Thunnus thynnus,16.25,-66.75
Thunnus thynnus,16.25,-66.25
Thunnus thynnus,16.75,-64.75
Thunnus thynnus,16.75,-64.25
Thunnus thynnus,16.75,-63.75
Thunnus thynnus,16.75,-62.75
Thunnus thynnus,16.75,-73.25
Thunnus thynnus,16.75,-62.25
Thunnus thynnus,16.75,-69.75
Thunnus thynnus,16.75,-85.75
Thunnus thynnus,16.75,-65.25
Thunnus thynnus,17.25,-64.75
Thunnus thynnus,17.25,-62.75
Thunnus thynnus,17.25,-61.75
Thunnus thynnus,17.25,-76.25
Thunnus thynnus,17.25,-67.25
Thunnus thynnus,17.25,-88.25
Thunnus thynnus,17.25,-65.25
Thunnus thynnus,17.25,-87.25
Thunnus thynnus,17.75,-64.75
Thunnus thynnus,17.75,-64.25
Thunnus thynnus,17.75,-60.25
Thunnus thynnus,17.75,-76.75
Thunnus thynnus,17.75,-57.75
Thunnus thynnus,17.75,-68.25
Thunnus thynnus,18.25,-63.25
Thunnus thynnus,18.25,-70.75
Thunnus thynnus,18.25,-67.25
Thunnus thynnus,18.25,-94.25
Thunnus thynnus,18.25,-65.25
Thunnus thynnus,18.75,-83.75
Thunnus thynnus,18.75,-63.75
Thunnus thynnus,18.75,-38.75
Thunnus thynnus,18.75,-33.75
Thunnus thynnus,18.75,-62.25
Thunnus thynnus,18.75,-28.75
Thunnus thynnus,18.75,-23.75
Thunnus thynnus,18.75,-78.75
Thunnus thynnus,18.75,-78.25
Thunnus thynnus,18.75,-18.75
Thunnus thynnus,18.75,-16.25
Thunnus thynnus,18.75,-58.75
Thunnus thynnus,18.75,-73.75
Thunnus thynnus,18.75,-72.75
Thunnus thynnus,18.75,-53.75
Thunnus thynnus,18.75,-68.75
Thunnus thynnus,18.75,-68.25
Thunnus thynnus,18.75,-93.75
Thunnus thynnus,18.75,-92.25
Thunnus thynnus,18.75,-48.75
Thunnus thynnus,18.75,-43.75
Thunnus thynnus,19.25,-80.75
Thunnus thynnus,19.25,-55.25
Thunnus thynnus,19.25,-53.75
Thunnus thynnus,19.25,-93.75
Thunnus thynnus,19.25,-81.25
Thunnus thynnus,19.75,-63.75
Thunnus thynnus,19.75,-59.25
Thunnus thynnus,19.75,-58.25
Thunnus thynnus,19.75,-53.75
Thunnus thynnus,19.75,-92.75
Thunnus thynnus,20.25,-73.25
Thunnus thynnus,20.25,-72.75
Thunnus thynnus,20.25,-62.25
Thunnus thynnus,20.25,-90.75
Thunnus thynnus,20.25,-59.75
Thunnus thynnus,20.25,-74.25
Thunnus thynnus,20.25,-95.25
Thunnus thynnus,20.25,-57.75
Thunnus thynnus,20.25,-73.75
Thunnus thynnus,20.75,-63.25
Thunnus thynnus,20.75,-62.25
Thunnus thynnus,20.75,-61.75
Thunnus thynnus,20.75,-82.75
Thunnus thynnus,20.75,-73.75
Thunnus thynnus,21.25,-54.75
Thunnus thynnus,21.25,-85.75
Thunnus thynnus,21.25,-60.75
Thunnus thynnus,21.25,-60.25
Thunnus thynnus,21.25,-93.75
Thunnus thynnus,21.25,-57.25
Thunnus thynnus,21.25,-56.75
Thunnus thynnus,21.25,-95.75
Thunnus thynnus,21.75,-85.75
Thunnus thynnus,21.75,-61.75
Thunnus thynnus,21.75,-93.75
Thunnus thynnus,21.75,-93.25
Thunnus thynnus,21.75,-59.25
Thunnus thynnus,21.75,-58.25
Thunnus thynnus,21.75,-56.25
Thunnus thynnus,21.75,-95.75
Thunnus thynnus,21.75,-71.75
Thunnus thynnus,21.75,-87.75
Thunnus thynnus,22.25,-61.25
Thunnus thynnus,22.25,-60.25
Thunnus thynnus,22.25,-94.75
Thunnus thynnus,22.25,-93.75
Thunnus thynnus,22.25,-93.25
Thunnus thynnus,22.25,-82.25
Thunnus thynnus,22.25,-59.25
Thunnus thynnus,22.25,-97.75
Thunnus thynnus,22.25,-97.25
Thunnus thynnus,22.25,-96.75
Thunnus thynnus,22.25,-96.25
Thunnus thynnus,22.25,-88.25
Thunnus thynnus,22.25,-86.25
Thunnus thynnus,22.75,-65.75
Thunnus thynnus,22.75,-93.75
Thunnus thynnus,22.75,-93.25
Thunnus thynnus,22.75,-92.75
Thunnus thynnus,22.75,-70.75
Thunnus thynnus,23.25,-94.25
Thunnus thynnus,23.25,-91.75
Thunnus thynnus,23.25,-82.75
Thunnus thynnus,23.25,-82.25
Thunnus thynnus,23.25,-88.75
Thunnus thynnus,23.25,-85.75
Thunnus thynnus,23.75,-68.75
Thunnus thynnus,23.75,-66.75
Thunnus thynnus,23.75,-48.75
Thunnus thynnus,23.75,-66.25
Thunnus thynnus,23.75,-43.75
Thunnus thynnus,23.75,-38.75
Thunnus thynnus,23.75,-63.75
Thunnus thynnus,23.75,-94.75
Thunnus thynnus,23.75,-33.75
Thunnus thynnus,23.75,-93.75
Thunnus thynnus,23.75,-93.25
Thunnus thynnus,23.75,-92.25
Thunnus thynnus,23.75,-28.75
Thunnus thynnus,23.75,-23.75
Thunnus thynnus,23.75,-90.25
Thunnus thynnus,23.75,-83.75
Thunnus thynnus,23.75,-81.75
Thunnus thynnus,23.75,-18.75
Thunnus thynnus,23.75,-58.75
Thunnus thynnus,23.75,-78.75
Thunnus thynnus,23.75,-89.25
Thunnus thynnus,23.75,-88.75
Thunnus thynnus,23.75,-73.75
Thunnus thynnus,23.75,-53.75
Thunnus thynnus,24.25,-65.75
Thunnus thynnus,24.25,-93.75
Thunnus thynnus,24.25,-92.75
Thunnus thynnus,24.25,-84.25
Thunnus thynnus,24.25,-83.75
Thunnus thynnus,24.25,-64.75
Thunnus thynnus,24.25,-90.75
Thunnus thynnus,24.25,-83.25
Thunnus thynnus,24.25,-64.25
Thunnus thynnus,24.25,-90.25
Thunnus thynnus,24.25,-82.75
Thunnus thynnus,24.25,-82.25
Thunnus thynnus,24.25,-81.75
Thunnus thynnus,24.25,-81.25
Thunnus thynnus,24.25,-80.75
Thunnus thynnus,24.25,-80.25
Thunnus thynnus,24.25,-86.25
Thunnus thynnus,24.25,-95.75
Thunnus thynnus,24.25,-85.25
Thunnus thynnus,24.25,-94.25
Thunnus thynnus,24.75,-92.25
Thunnus thynnus,24.75,-84.25
Thunnus thynnus,24.75,-91.25
Thunnus thynnus,24.75,-83.75
Thunnus thynnus,24.75,-90.75
Thunnus thynnus,24.75,-82.25
Thunnus thynnus,24.75,-80.75
Thunnus thynnus,24.75,-80.25
Thunnus thynnus,24.75,-89.75
Thunnus thynnus,24.75,-89.25
Thunnus thynnus,24.75,-79.75
Thunnus thynnus,24.75,-85.75
Thunnus thynnus,24.75,-77.75
Thunnus thynnus,24.75,-70.75
Thunnus thynnus,24.75,-66.25
Thunnus thynnus,24.75,-93.75
Thunnus thynnus,25.25,-79.25
Thunnus thynnus,25.25,-69.75
Thunnus thynnus,25.25,-92.75
Thunnus thynnus,25.25,-66.75
Thunnus thynnus,25.25,-66.25
Thunnus thynnus,25.25,-84.75
Thunnus thynnus,25.25,-91.75
Thunnus thynnus,25.25,-84.25
Thunnus thynnus,25.25,-94.25
Thunnus thynnus,25.25,-91.25
Thunnus thynnus,25.25,-80.25
Thunnus thynnus,25.25,-93.25
Thunnus thynnus,25.25,-90.75
Thunnus thynnus,25.25,-90.25
Thunnus thynnus,25.25,-89.25
Thunnus thynnus,25.25,-88.25
Thunnus thynnus,25.25,-95.25
Thunnus thynnus,25.25,-85.75
Thunnus thynnus,25.25,-85.25
Thunnus thynnus,25.25,-79.75
Thunnus thynnus,25.75,-69.75
Thunnus thynnus,25.75,-69.25
Thunnus thynnus,25.75,-67.75
Thunnus thynnus,25.75,-67.25
Thunnus thynnus,25.75,-92.75
Thunnus thynnus,25.75,-66.75
Thunnus thynnus,25.75,-92.25
Thunnus thynnus,25.75,-66.25
Thunnus thynnus,25.75,-84.75
Thunnus thynnus,25.75,-91.75
Thunnus thynnus,25.75,-84.25
Thunnus thynnus,25.75,-94.75
Thunnus thynnus,25.75,-91.25
